step,train_loss,val_loss,perplexity,val_perplexity,tokens_per_sec,step_time_ms,train_time_ms,total_tokens,elapsed_time,train_time_total,lr,grad_norm,mode,model_size,batch_size,grad_accum,effective_batch,num_params
175,6.1024,,446.95,,80572,26231.8,26231.8,369868800,4526.5,4514.1,2.90e-04,0.3380,bf16,125M,48,43,2064,143248128
176,6.2207,,503.08,,80533,26244.4,26244.4,371982336,4552.8,4540.3,2.90e-04,0.5325,bf16,125M,48,43,2064,143248128
177,6.1562,,471.62,,80577,26230.1,26230.1,374095872,4579.0,4566.6,2.90e-04,1.0356,bf16,125M,48,43,2064,143248128
178,6.1516,,469.48,,80183,26358.7,26358.7,376209408,4605.3,4592.9,2.89e-04,1.3637,bf16,125M,48,43,2064,143248128
179,6.0902,,441.50,,80641,26209.3,26209.3,378322944,4631.5,4619.1,2.89e-04,0.5477,bf16,125M,48,43,2064,143248128
180,6.1332,,460.89,,81055,26075.3,26075.3,380436480,4657.6,4645.2,2.89e-04,1.3051,bf16,125M,48,43,2064,143248128
181,6.1318,,460.25,,80846,26142.6,26142.6,382550016,4683.8,4671.3,2.89e-04,1.0793,bf16,125M,48,43,2064,143248128
182,6.1208,,455.25,,80413,26283.4,26283.4,384663552,4710.1,4697.6,2.89e-04,1.2419,bf16,125M,48,43,2064,143248128
183,6.0703,,432.82,,80294,26322.5,26322.5,386777088,4736.4,4723.9,2.89e-04,0.7218,bf16,125M,48,43,2064,143248128
184,6.1245,,456.90,,80791,26160.5,26160.5,388890624,4762.5,4750.1,2.89e-04,0.8360,bf16,125M,48,43,2064,143248128
185,6.0609,,428.77,,81167,26039.5,26039.5,391004160,4788.6,4776.1,2.88e-04,1.2524,bf16,125M,48,43,2064,143248128
186,6.1228,,456.16,,81133,26050.3,26050.3,393117696,4814.6,4802.2,2.88e-04,0.5853,bf16,125M,48,43,2064,143248128
187,6.0390,,419.48,,80180,26359.9,26359.9,395231232,4841.0,4828.6,2.88e-04,0.4907,bf16,125M,48,43,2064,143248128
188,6.1079,,449.39,,80637,26210.6,26210.6,397344768,4867.2,4854.8,2.88e-04,0.8632,bf16,125M,48,43,2064,143248128
189,6.0498,,424.02,,81308,25994.3,25994.3,399458304,4893.2,4880.8,2.88e-04,0.6519,bf16,125M,48,43,2064,143248128
190,6.0694,,432.43,,80075,26394.6,26394.6,401571840,4919.6,4907.2,2.88e-04,0.7531,bf16,125M,48,43,2064,143248128
191,6.0702,,432.78,,80155,26368.1,26368.1,403685376,4946.0,4933.5,2.88e-04,0.6937,bf16,125M,48,43,2064,143248128
192,6.0560,,426.66,,80500,26255.2,26255.2,405798912,4972.2,4959.8,2.87e-04,0.8383,bf16,125M,48,43,2064,143248128
